Description,Index,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging,GeneralComments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
Pick up the yellow block to your right that is immediately left of a blue block.,138,Configuration_4_v1.png,robot,2,0:01:27,I didn't have much of a strategy.,"It was fairly challenging, especially when there were a lot of blocks of the same color.",,25,female,Office assistant,>20,Right,1,1,,3,2,I haven't.,24
Grab the yellow block directly above the yellow block that is closest to you.,144,Configuration_4_v1.png,robot,3,0:00:34,I usually used the sides as a reference point. I would say left-most and right-most as directions.,"I do not think the task was very challenging at all. If the blocks were less clustered by color, and assorted randomly, it would be more difficult.",,25,male,Retail,10/15/2016,Right,1,5,4,7,7,"Nothing more than very simple, non-human-like robots.",26
"Find the cluster of yellow blocks on your right.  Pick up the yellow block that lays directly on the left side of the blue block, at a slight upward angle from the edge of the desk.",896,Configuration_4_v1.png,robot,2,0:02:16,"I was viewing the blocks from the robot's point of view and using directions like ""left"" or ""right"" from that point of reference.  I also frequently used words like ""furthest from you"" or ""closest to you"", again from the robot's point of reference.",The most challenging aspect was differentiating a block that was surrounded by other blocks of the same color.,Very interesting study and very enjoyable to complete!,23,female,"Student, Pharmacy technician",>20,Right,1,3,1,2,6,"My high school robotics team always won the top awards in the district and state.  They were so good that there was a classroom completely devoted to the robotics team.  I had a few friends who were on this team, so I was able to observe them once in a while as they were working towards the next competition.",14
There is one yellow block furthest away with two in front of it. Pick up the right one in front.,1517,Configuration_4_v1.png,robot,1,0:00:28,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the yellow block that is right next to the blue block that is on the outside.,1327,Configuration_4_v1.png,robot,2,0:00:28,I was just trying to be clear.,It was fairly easy. It was most challenging when there were blocks that were the same color in similar locations.,thanks,40,female,assistant,>20,Right,1,3,3,6,5,"Well, just learning robots. Like Zoomer and things like that.",918
Pick up the yellow block that is to the immediate left of the rightmost blue block.,1474,Configuration_4_v1.png,robot,1,0:01:02,I just tried to be consistent in my instructions.,Specifying a block in the middle of a group of similarly colored ones was hard.,none,31,male,systems administrator,>20,Right,1,1,1,7,5,,906
Pick up the yellow block next to the rightmost blue block.,274,Configuration_4_v1.png,robot,,0:00:20,I tried to be as direct as possible.,Most of them were pretty easy. I had no trouble with any of them.,Fun stuff actually.,29,female,Educator,>20,Right,1,2,1,2,1,I've been around a roomba before. That's about all.,58
Pick the yellow block to the left of the purple block furthest to your right.,760,Configuration_4_v1.png,robot,3,0:00:28,"I tried to use four quadrants close, far, left, and right.","Some were far more challenging than others, others were fairly simple and easy to take care of.",N/A thanks!,27,male,CFO,>20,Right,1,2,4,6,2,"No, I have not.",226
There is an orange block on the right side of the table.  Next to this orange block is a yellow block.  Please pick up the yellow block touching the yellow block.,630,Configuration_4_v1.png,robot,1,0:01:29,"I try to make sure I mention the location of the block, whether it is on the left or right side of the table.","It was challenging, but I think it got easier as I got used to it.  The most challenging aspect was trying to describe where a block was when it was surrounded by other blocks of the same color.",none.,34,female,Customer Service Rep,15-20,Left,1,2,2,3,5,No,66
Pick up the block on your right side thats in the middle row.,1509,Configuration_4_v2.png,human,3,0:00:22,"Not really, just tried to describe the general area the best I could without being confusing.","It was pretty challenging, I found the hard ones to be where the block was located somewhere in the middle, on a particular side.",It was fun!,23,male,Student,15-20,Right,1,2,3,6,5,No,905
"To your right, count 2 blocks, then grab the one immediately after it.",1533,Configuration_4_v2.png,human,4,0:00:35,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
Pick up the yellow block in the middle of that cluster to your right.,23,Configuration_4_v2.png,human,1,0:00:29,I think I used the blocks that were nearby as directional cues.,It was not so bad. The most challenging aspect was when blocks of similar color were close together.,,25,no answer,N/A,>20,Right,1,1,1,1,2,NO,217
From your perspective i would start counting block from the left bottom corner and count to the right top corner. It should be the third block and it is yellow.,73,Configuration_4_v2.png,human,2,0:01:10,I used the colors and there directions from their perspective.,Trying to identify a cube within the same cluster of cubes that are the same color,,25,male,engineer,10/15/2016,Right,1,2,2,3,3,Yes just lego robots i bought.,211
pick up right arm and go to the right middle and pick up block.,175,Configuration_4_v2.png,human,1,0:00:16,no,very hard,awesome study,26,male,student,5/10/2016,Right,1,2,2,3,4,no,21
"look on your right, you'll see an orange cube, then a yellow cube, then another yellow cube. Pick up that second yellow cube.",221,Configuration_4_v2.png,human,5,0:00:47,Using a straightforward method that would be easy for anyone to understand.,"I thought it was pretty easy. The most challenging part was when there were a lot of different color blocks grouped together, it made it pretty hard to  explain. ",,27,male,Sound Engineer,>20,Right,1,1,1,2,1,"No, I have not.",29
Pick up the yellow block that is on your right side and is the second closest to you,283,Configuration_4_v2.png,human,2,0:00:34,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick the yellow block that is touching the other yellow block that is directly between the orange and blue blocks to your right.,327,Configuration_4_v2.png,human,1,0:05:47,"If the box was a color that was closest to either of us, that would be the easiest strategy to go with. ",It was challenging when there were several of the same color surrounding the targeted box. It was hard to describe to them which one to pick.,Thanks for the HIT! This was unique and fun! I enjoyed doing it.,23,female,Sales,>20,Right,1,2,1,2,5,No,83
