Description,Index,Scenario,NumOfWords,TargetBlockId,ClickedBlockIdList,Accuracy(AvgOn10),TimeToComplete(AvgOn10),InternalUserIDList
Narrow search to only blue blocks. Look at the blue blocks closest to the left edge of the table. Pick up the blue block that is second-closest to the left edge of the table.,796,Configuration_2_v1.png,34,11,"[11, 5, 11, 11, 11, 5, 11, 1, 11, 11]",0.7,17.0809039,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Narrow search to only blue blocks. Find the blue block that is closest to you. Pick it up.,795,Configuration_11_v2.png,18,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1.0,9.8496377,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Narrow search to only green blocks. Look at the left side of the table. Pick up the green block that is the second-closest to the left of the table.,794,Configuration_6_v1.png,29,12,"[11, 11, 8, 12, 8, 11, 11, 11, 11, 8]",0.470588235294,10.0648011176,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Narrow search to only blue blocks. Find the blue block that is closest to the opposite end of the table. Pick it up.,793,Configuration_12_v2.png,23,1,"[1, 1, 4, 1, 1, 1, 1, 1, 1, 1]",0.928571428571,13.7333123571,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
Narrow search to only green blocks. Find the green block that is closest to the left edge of the table. Pick it up.,791,Configuration_7_v2.png,23,14,"[14, 15, 14, 14, 15, 14, 14, 14, 14, 15]",0.727272727273,13.9542753636,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Narrow search for only green blocks. Find the green block that is closest to you. Pick it up.,790,Configuration_3_v1.png,18,6,"[12, 6, 6, 6, 12, 6, 12, 6, 6, 6]",0.7,13.3274484,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
reach out and grab the blue block on the right side.,799,Configuration_11_v2.png,11,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1.0,5.7113825,"[513, 319, 584, 97, 466, 143, 224, 379, 270, 605]"
Pick the blue block that's on the right side of the table - it is pretty close to you.,613,Configuration_11_v2.png,19,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1.0,9.834278,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
There is one orange block that is not near any other blocks - it is in the top left corner - please pick that one up.,610,Configuration_10_v1.png,26,15,"[15, 15, 15, 5, 15, 15, 15, 15, 15, 9]",0.818181818182,20.2575648182,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
from your point of view grab the third blue block from the left side of the table,1139,Configuration_2_v2.png,17,10,"[10, 10, 7, 10, 5, 12, 7, 7, 7, 10]",0.538461538462,10.774621,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
"There are many yellow blocks on the right side of the table - pick the one, out of the six in that area, that is the SECOND closest.",611,Configuration_4_v2.png,28,5,"[7, 5, 5, 5, 5, 5, 5, 5, 5, 5]",0.923076923077,18.8584097692,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
the closest yellow block to me,1133,Configuration_5_v2.png,6,10,"[2, 10, 14, 10, 10, 10, 10, 10, 14, 2]",0.636363636364,8.41029354545,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Pick up the orange block that is in between the yellow and orange blocks on your far right hand side.,1274,Configuration_13_v1.png,20,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1.0,15.3632579333,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
the yellow block that is flush with a green block,1131,Configuration_13_v2.png,10,9,"[9, 9, 9, 9, 9, 12, 9, 9, 9, 13]",0.875,8.279311375,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
pick up the yellow block that is the farthest away from you.,1137,Configuration_5_v2.png,12,10,"[10, 10, 10, 10, 14, 2, 10, 10, 10, 10]",0.8,6.7837045,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up orange block that is the most near you.,1136,Configuration_13_v1.png,10,2,"[2, 2, 2, 2, 1, 2, 2, 2, 2, 2]",0.9,5.6810356,"[282, 109, 395, 525, 438, 331, 236, 617, 478, 5]"
"There is a group of 2 blue blocks in the middle, pick up the one that is closest to you.",1135,Configuration_14_v2.png,20,7,"[7, 6, 7, 7, 7, 7, 7, 7, 7, 7]",0.916666666667,8.47573783333,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
the second blue block from my right,1134,Configuration_2_v1.png,7,11,"[11, 11, 5, 5, 11, 11, 6, 11, 11, 11]",0.7,14.54045,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the green block that is closest to you.,1276,Configuration_3_v1.png,10,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,6.60037409091,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Move the second orange block from the right corner and then pick up the green block.,519,Configuration_3_v2.png,16,12,"[6, 12, 12, 12, 6, 6, 12, 6, 12, 6]",0.615384615385,21.6980369231,"[280, 3, 523, 153, 436, 617, 393, 234, 107, 329]"
"Pick up the second blue block from the left, which is also directly to the left of the orange block.",518,Configuration_2_v1.png,20,11,"[5, 11, 11, 11, 11, 11, 11, 12, 11, 11]",0.818181818182,17.7356966364,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Pick up the block most close to you,1008,Configuration_3_v1.png,8,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,7.0059099,"[529, 399, 286, 159, 442, 121, 240, 9, 617, 360]"
Pick up the block from the center,1007,Configuration_8_v2.png,7,7,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",1.0,8.3239522,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
"Pick up the blue block that is directly above an orange block, and to the left of a yellow and blue block.",510,Configuration_12_v1.png,22,8,"[8, 4, 4, 8, 8, 4, 8, 8, 6, 1]",0.545454545455,30.9315553636,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
"Pick up the blue block that is above a green block, but below a blue block in the center of the table.",513,Configuration_14_v2.png,22,7,"[7, 6, 7, 7, 7, 7, 6, 6, 7, 7]",0.727272727273,19.0944796364,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
Pick up the orange block that is closest to the left-hand side of the table.,512,Configuration_5_v1.png,15,11,"[5, 6, 11, 5, 5, 7, 11, 5, 11, 7]",0.363636363636,15.4854380909,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 248]"
Pick up the orange block that is between a yellow block and a blue block.,515,Configuration_10_v2.png,15,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,26.7142011,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
There are three orange blocks in the center of the table. Pick up the orange block that is closest to you.,514,Configuration_13_v1.png,21,2,"[2, 2, 1, 2, 5, 2, 2, 2, 2, 1]",0.7,7.9152593,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Pick up the first block,1001,Configuration_9_v2.png,5,6,"[13, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.9,7.3133446,"[610, 603, 490, 17, 407, 167, 129, 368, 537, 308]"
Pick up the first blue block on the right side,1000,Configuration_14_v1.png,10,3,"[3, 3, 13, 3, 3, 3, 3, 13, 3, 3]",0.818181818182,10.5008869091,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Pickup the green block that is second farthest to the right.,1227,Configuration_6_v2.png,11,8,"[8, 14, 8, 8, 8, 11, 8, 8, 8, 12]",0.727272727273,9.244607,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
Pickup the green block that is farthest from you.,1226,Configuration_9_v1.png,9,11,"[11, 6, 11, 6, 11, 11, 11, 6, 11, 11]",0.7,19.9311254,"[15, 127, 405, 165, 621, 366, 488, 448, 535, 306]"
Please pick up the green block that is closest to you.,621,Configuration_9_v2.png,11,6,"[6, 10, 6, 6, 6, 6, 6, 6, 11, 6]",0.833333333333,9.97430425,"[512, 378, 621, 318, 583, 460, 223, 142, 96, 417]"
Pickup the blue block that is second farthest to the left.,1224,Configuration_2_v1.png,11,11,"[11, 11, 12, 11, 5, 5, 11, 11, 11, 11]",0.75,8.73673658333,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pickup the green block that is closest to you.,1223,Configuration_1_v2.png,9,8,"[8, 8, 8, 8, 8, 8, 8, 8, 3, 8]",0.9,5.8431775,"[512, 378, 621, 318, 583, 460, 223, 142, 96, 417]"
Please pick up the orange block that is closest to me.,626,Configuration_10_v1.png,11,15,"[15, 6, 15, 15, 15, 15, 15, 6, 15, 15]",0.818181818182,6.66996863636,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Please pick up the green block that is closest to you.,625,Configuration_1_v2.png,11,8,"[5, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.909090909091,13.750605,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Pickup the blue block that is farthest right.,1220,Configuration_14_v1.png,8,3,"[13, 15, 3, 3, 3, 13, 10, 3, 3, 3]",0.666666666667,11.6396180833,"[229, 324, 102, 621, 471, 518, 275, 589, 384, 431]"
There are 3 blue blocks on the left side of the table.  Please pick up the blue block that is on the right side of this group.,629,Configuration_2_v2.png,27,10,"[7, 10, 10, 10, 10, 10, 10, 7, 10, 10]",0.8,11.6608381,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
There are 5 green blocks on the left side of the table.  Please pick up the green block in the middle of this group.,628,Configuration_6_v1.png,24,12,"[12, 8, 12, 12, 12, 12, 12, 12, 12, 12]",0.9,17.7255065,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Pickup the blue block on the right.,1229,Configuration_11_v2.png,7,4,"[10, 4, 4, 4, 4, 4, 10, 4, 10, 10]",0.636363636364,7.28602909091,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pickup the orange block that is the farthest away.,1228,Configuration_10_v1.png,9,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",1.0,4.18702208333,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
Green block in the middle surround by a bunch of other green blocks,2,Configuration_6_v1.png,13,12,"[8, 12, 12, 8, 12, 12, 12, 12, 8, 8]",0.636363636364,11.9750333636,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
blue block touching a blue and orange block,11,Configuration_2_v2.png,8,10,"[11, 10, 11, 11, 11, 11, 10, 11, 11, 11]",0.466666666667,11.8868046667,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
blue block in front of you next to a yellow block,10,Configuration_14_v1.png,11,3,"[3, 3, 3, 3, 10, 3, 10, 3, 13, 3]",0.7,9.7614201,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
green block at by itself and right in front of you,13,Configuration_1_v2.png,11,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,7.19263054545,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
blue block in front of green block,12,Configuration_7_v1.png,7,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]",1.0,8.32238654545,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
green block in the middle of all the other blocks and surrounded by more green blocks,14,Configuration_8_v1.png,16,6,"[7, 6, 7, 7, 7, 7, 7, 7, 7, 7]",0.1,17.9691976,"[529, 399, 286, 159, 442, 121, 240, 9, 617, 360]"
"Pick up the green block that is in the middle, next to the orange blocks",17,Configuration_6_v2.png,15,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,11.1689105,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
"Pick up the orange block that is furthest away from you, closest to me.",16,Configuration_5_v1.png,14,11,"[11, 11, 11, 11, 6, 11, 11, 6, 11, 11]",0.846153846154,11.8912192308,"[147, 422, 470, 517, 588, 101, 350, 246, 274, 383]"
Pick up the green block that is closest to you,19,Configuration_9_v2.png,10,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,4.84936018182,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
"Pick up that orange block, all the way by itself.",18,Configuration_10_v1.png,10,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",1.0,6.33264716667,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Please pick up the only yellow block on the table.,200,Configuration_1_v1.png,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,5.8983157,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Please select the blue block near the green block closest to you in the center of the table.,203,Configuration_14_v2.png,18,7,"[7, 7, 7, 7, 9, 7, 6, 5, 7, 6]",0.666666666667,12.6669000833,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
Please select the yellow block next to the blue block on your right hand side near the center of the table.,202,Configuration_4_v1.png,21,6,"[6, 7, 5, 8, 8, 10, 13, 10, 6, 8]",0.428571428571,24.1016131429,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
Please pick up the orange block nearest to you on your right hand side.,205,Configuration_10_v2.png,14,6,"[6, 6, 6, 15, 6, 6, 6, 14, 6, 15]",0.727272727273,9.16033690909,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Please select the green block located furthest away from you and close to me.,204,Configuration_9_v1.png,14,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",1.0,15.399278,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
Please pick up the green block in the center of the table next to two orange blocks.,207,Configuration_6_v2.png,17,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,8.614189,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Please pick up the yellow block on your left hand side that is surrounded by a few green and one blue block.,206,Configuration_11_v1.png,22,11,"[11, 15, 11, 11, 11, 11, 11, 11, 11, 11]",0.9,11.674418,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
Please pick up the green block on your left hand side that is closer to you.,209,Configuration_7_v2.png,16,14,"[14, 4, 14, 14, 14, 4, 14, 14, 14, 4]",0.7,10.2194268,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
Please pick up the green block closest to you.,208,Configuration_3_v1.png,9,6,"[6, 6, 12, 6, 6, 12, 6, 6, 12, 6]",0.7,5.1168833,"[539, 169, 19, 261, 131, 452, 336, 409, 370, 492]"
"To your left, there's an orange next to three blue blocks. Pick up the first blue touching the orange.",685,Configuration_2_v2.png,19,10,"[11, 10, 11, 11, 10, 11, 11, 10, 10, 11]",0.454545454545,18.1964481818,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
There's a row of three green blocks with a blue on one end and yellow on the other. Pick up the middle green.,684,Configuration_8_v1.png,23,6,"[9, 6, 7, 6, 10, 9, 9, 6, 6, 10]",0.4,17.8107854,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
the green block that is the closest to me,1571,Configuration_3_v2.png,9,12,"[12, 12, 12, 12, 12, 12, 12, 6, 12, 12]",0.909090909091,5.15559945455,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
"On the right, you can see a column of green, yellow, blue. Pick up the yellow.",686,Configuration_11_v1.png,16,11,"[11, 11, 2, 2, 2, 2, 13, 11, 2, 2]",0.363636363636,27.9746442727,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
"In the row that goes blue, yellow, yellow, green, green, yellow, pick up the first yellow that touches the green.",681,Configuration_13_v2.png,20,9,"[9, 9, 9, 9, 9, 12, 9, 12, 9, 9]",0.8,28.4452405,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
There's two blue blocks furthest away from you. Pick up the center one.,680,Configuration_12_v1.png,13,8,"[8, 8, 8, 8, 8, 6, 8, 8, 8, 8]",0.909090909091,12.5175688182,"[282, 109, 395, 604, 525, 438, 331, 236, 478, 5]"
Pick up the center most green block.,683,Configuration_6_v2.png,7,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,6.3002297,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
the blue block that is the closest to you,1574,Configuration_11_v2.png,9,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 10]",0.916666666667,6.57888883333,"[604, 280, 3, 523, 153, 436, 393, 234, 107, 329]"
Pick up the orange block closest to you,928,Configuration_13_v1.png,8,2,"[2, 2, 15, 2, 2, 2, 1, 5, 2, 2]",0.7,11.1875932,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
"Pick up the yellow block, farthest to the right and one ahead of the closest yellow.",929,Configuration_4_v2.png,16,5,"[5, 3, 3, 10, 5, 3, 6, 6, 1, 15]",0.384615384615,18.8913133846,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Pick up the blue block that is closest to the orange block that is closest to you.,920,Configuration_2_v1.png,17,11,"[10, 11, 11, 11, 11, 11, 11, 11, 11, 7]",0.833333333333,17.3683070833,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Pick up the yellow block that is farthest from you.,921,Configuration_5_v2.png,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",1.0,9.57372245455,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Pick up the leftmost block.,923,Configuration_7_v2.png,5,14,"[14, 14, 15, 12, 14, 14, 14, 14, 14, 13]",0.727272727273,6.82583609091,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Pick up the rightmost blue block.,924,Configuration_14_v1.png,6,3,"[3, 13, 3, 3, 3, 13, 3, 3, 3, 13]",0.75,5.50742875,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
"With your left hand, go straight and pick up the green block that is ahead of the two green blocks that are bunched together.",926,Configuration_6_v1.png,24,12,"[12, 12, 12, 12, 12, 12, 12, 13, 12, 12]",0.941176470588,13.075198,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
Pick up the green block in the very middle behind the yellow block,927,Configuration_8_v2.png,13,7,"[7, 7, 7, 7, 7, 7, 13, 13, 7, 7]",0.8,14.861161,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
You want the orange one closest to you in the grouping of the three.,832,Configuration_13_v1.png,14,2,"[2, 7, 2, 2, 1, 5, 2, 2, 2, 2]",0.7,22.334966,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
The one you want will be green and it will be directly in front of two orange ones stacked up,833,Configuration_6_v2.png,20,8,"[8, 3, 8, 8, 8, 8, 8, 8, 8, 8]",0.909090909091,14.1426783636,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
The one you want is the blue one that is the furthest from you.  There are two next to each other and you want the one on your right,831,Configuration_12_v2.png,29,1,"[1, 1, 1, 1, 1, 1, 12, 1, 1, 1]",0.9,23.7021429,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
you want to grab the green on in the back between the yellow and the orange one,836,Configuration_9_v1.png,17,11,"[3, 3, 11, 3, 3, 11, 11, 3, 11, 11]",0.5,15.4272028,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
you want a yellow that will be after and orange and a yellow one on your right hand side.,837,Configuration_4_v2.png,19,5,"[5, 13, 3, 5, 5, 5, 12, 13, 3, 5]",0.5,33.9144171,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
you want the green one closest to you,834,Configuration_3_v1.png,8,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 12]",0.928571428571,6.69518021429,"[280, 3, 523, 153, 436, 617, 393, 234, 107, 329]"
The one you want will be green but it will be in the middle of the pack in between a blue and a yellow one,835,Configuration_8_v2.png,25,7,"[13, 13, 13, 13, 7, 7, 7, 1, 7, 13]",0.4,36.9500622,"[529, 399, 286, 159, 442, 121, 240, 9, 617, 360]"
you want the blue one directly before the yellow one on your right hand side,838,Configuration_14_v1.png,15,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1.0,12.3999952727,"[529, 399, 286, 159, 442, 121, 240, 9, 617, 360]"
The one you want is on the left hand side in a grouping of blue and orange ones.   it is the second blue one after the orange one,839,Configuration_2_v2.png,28,10,"[11, 9, 12, 5, 12, 11, 11, 10, 10, 11]",0.272727272727,22.8821527273,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 248]"
blue block just right in front of you,3,Configuration_11_v2.png,8,4,"[10, 4, 4, 4, 10, 4, 4, 4, 4, 4]",0.8,8.2142767,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
"Right in front of you is a green block, pick that one up.",784,Configuration_3_v1.png,13,6,"[12, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.9,10.8644123,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Narrow search to just orange blocks. Look for the orange block that is closest to you. Pick it up.,785,Configuration_10_v2.png,19,6,"[6, 6, 6, 6, 15, 6, 6, 6, 6, 6]",0.909090909091,8.66817881818,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
Narrow search for only green blocks. Look for the green block that is furthest away from you.,786,Configuration_9_v1.png,17,11,"[11, 11, 11, 11, 11, 11, 11, 3, 11, 11]",0.9,10.3875047,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
Narrow search to only blue blocks. Look for the blue blocks that are closest to you. Pick up the one that is second-closest to you.,787,Configuration_14_v2.png,25,7,"[9, 10, 7, 7, 7, 7, 5, 10, 7, 7]",0.6,16.5568606,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
